Location,Stake,Ward/Branch,# of Adult Volunteers,# of Youth Volunteers,Donation Bags Collected,Time to Complete (min),Completed More Than One Route,Routes Completed,Doors in Route,Time Spent,Neighbourhood,ID,Latitude,Longitude
Bonnie Doon Stake Centre,Bonnie Doon Stake,Forest Heights Ward,1,3,11,30,1,2,170,30.0,Forest Heights,242,53.549675280475824,-113.4566867392889
Bonnie Doon Stake Centre,Bonnie Doon Stake,Forest Heights Ward,1,2,24,20,1,2,120,43.0,Forest Heights,436,53.549675280475824,-113.4566867392889
Bonnie Doon Stake Centre,Bonnie Doon Stake,Forest Heights Ward,2,1,16,30,0,1,130,41.0,Forest Heights,437,53.549675280475824,-113.4566867392889
Bonnie Doon Stake Centre,Bonnie Doon Stake,Forest Heights Ward,3,0,14,30,0,1,110,51.0,Forest Heights,438,53.549675280475824,-113.4566867392889
Bonnie Doon Stake Centre,Bonnie Doon Stake,Forest Heights Ward,2,0,6,10,0,1,60,45.0,Forest Heights,439,53.549675280475824,-113.4566867392889
Bonnie Doon Stake Centre,Bonnie Doon Stake,Forest Heights Ward,2,2,36,45,1,1,150,63.0,Forest Heights,443,53.549675280475824,-113.4566867392889
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,1,21,45,0,1,206,45.0,Griesbach,33,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,1,1,23,45,0,1,206,45.0,Griesbach,35,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,3,29,60,0,1,107,60.0,Griesbach,39,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,2,24,30,0,1,20,30.0,Griesbach,43,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,3,35,70,0,1,370,65.0,Griesbach,57,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,2,16,60,0,1,200,50.0,Griesbach,60,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,0,9,20,0,1,100,20.0,Griesbach,65,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,4,23,50,0,1,203,50.0,Griesbach,101,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,1,2,22,60,0,1,150,45.0,Griesbach,106,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,3,0,17,45,0,1,13,60.0,Griesbach,113,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,1,3,15,60,0,1,14,60.0,Griesbach,120,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,1,3,7,40,0,1,90,40.0,Griesbach,121,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,2,15,60,0,1,106,50.0,Griesbach,133,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,0,18,55,0,1,90,55.0,Griesbach,138,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,0,30,105,1,3,356,105.0,Griesbach,148,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,3,2,43,60,1,2,40,60.0,Griesbach,166,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,1,10,52,0,1,120,52.0,Griesbach,168,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,0,23,30,0,1,20,30.0,Griesbach,192,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,2,19,30,0,1,100,30.0,Griesbach,194,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,1,21,45,1,2,150,45.0,Griesbach,211,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,1,17,60,0,1,50,75.0,Griesbach,219,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,1,3,0,75,0,1,100,75.0,Griesbach,224,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,1,0,5,30,0,1,40,30.0,Griesbach,230,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,1,5,16,30,0,1,120,30.0,Griesbach,238,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,3,0,16,30,0,1,75,30.0,Griesbach,245,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,1,0,7,45,0,1,40,45.0,Griesbach,272,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,1,1,14,60,0,1,135,70.0,Griesbach,285,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,4,80,110,1,5,500,105.0,Griesbach,297,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,0,93,120,1,1,552,120.0,Griesbach,320,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,3,0,60,120,1,2,380,140.0,Griesbach,348,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,0,70,150,1,3,400,120.0,Griesbach,386,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,2,0,69,150,1,3,400,145.0,Griesbach,387,53.61346820073056,-113.51575070317364
North Stake Centre,Edmonton North Stake,Griesbach Ward,1,0,17,15,0,1,140,15.0,Griesbach,391,53.61346820073056,-113.51575070317364
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,0,30,50,0,1,172,50.0,Greenfield,36,53.47604788429193,-113.53174131654087
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,3,0,54,75,0,1,212,80.0,Greenfield,71,53.47604788429193,-113.53174131654087
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,0,40,60,0,1,20,65.0,Greenfield,104,53.47604788429193,-113.53174131654087
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,4,0,23,45,0,1,192,60.0,Greenfield,119,53.47604788429193,-113.53174131654087
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,1,48,44,1,2,208,44.0,Greenfield,169,53.47604788429193,-113.53174131654087
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,0,50,270,1,1,210,83.0,Greenfield,175,53.47604788429193,-113.53174131654087
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,3,27,60,0,1,21,60.0,Greenfield,196,53.47604788429193,-113.53174131654087
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,0,8,20,0,1,150,30.0,Greenfield,207,53.47604788429193,-113.53174131654087
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,1,46,60,0,1,220,60.0,Greenfield,213,53.47604788429193,-113.53174131654087
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,0,44,80,0,1,200,80.0,Greenfield,221,53.47604788429193,-113.53174131654087
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,4,45,120,0,1,45,109.0,Greenfield,226,53.47604788429193,-113.53174131654087
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,2,30,25,0,1,196,30.0,Greenfield,246,53.47604788429193,-113.53174131654087
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,3,39,120,0,1,110,109.0,Greenfield,342,53.47604788429193,-113.53174131654087
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,0,100,90,1,2,500,95.0,Greenfield,354,53.47604788429193,-113.53174131654087
Riverbend Stake Centre,Riverbend Stake,Greenfield Ward,2,10,29,40,1,3,200,40.0,Greenfield,419,53.47604788429193,-113.53174131654087
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,2,33,50,1,1,207,50.0,Ellerslie,47,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,1,22,50,0,1,191,50.0,Ellerslie,64,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,0,26,35,0,1,220,35.0,Ellerslie,78,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,0,11,15,0,1,165,15.0,Ellerslie,80,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,3,20,50,0,1,219,50.0,Ellerslie,87,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,1,2,28,35,0,1,203,35.0,Ellerslie,123,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,3,2,30,40,0,1,210,45.0,Ellerslie,143,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,1,0,26,40,1,2,191,36.0,Ellerslie,156,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,1,2,20,50,1,2,260,50.0,Ellerslie,160,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,2,35,60,0,1,214,60.0,Ellerslie,164,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,2,34,28,0,1,203,28.0,Ellerslie,186,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,4,14,30,0,1,190,31.0,Ellerslie,201,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,4,25,34,0,1,198,34.0,Ellerslie,208,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,1,40,60,1,1,228,53.0,Ellerslie,215,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,4,40,37,0,1,207,54.70873786,Ellerslie,220,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,2,67,100,1,3,501,100.0,Ellerslie,261,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,3,1,18,23,0,1,180,23.0,Ellerslie,265,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,3,1,28,27,0,1,184,27.0,Ellerslie,270,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,3,65,65,1,3,65,65.0,Ellerslie,279,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,26,3,25,35,0,1,19,33.0,Ellerslie,280,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,3,30,62,0,1,200,63.0,Ellerslie,307,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,4,50,45,0,1,236,60.0,Ellerslie,310,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,0,40,65,0,1,239,65.0,Ellerslie,314,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,1,1,18,26,0,1,201,25.0,Ellerslie,317,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,1,1,45,90,1,2,180,90.0,Ellerslie,351,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,1,1,25,25,0,1,226,25.0,Ellerslie,363,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,5,39,45,1,2,466,45.0,Ellerslie,377,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,1,2,10,30,0,1,205,30.0,Ellerslie,383,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,5,25,45,0,1,200,45.0,Ellerslie,385,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,1,50,135,1,2,419,135.0,Ellerslie,399,53.42974398563295,-113.4480839780904
Gateway Stake Centre,Gateway Stake,Ellerslie Ward,2,2,20,60,0,1,197,60.0,Ellerslie,402,53.42974398563295,-113.4480839780904
Bearspaw Chapel,Gateway Stake,Wild Rose Ward,1,7,6,60,1,2,315,60.0,Wild Rose,81,53.47199344444126,-113.38151145570592
Riverbend Stake Centre,Riverbend Stake,Rutherford Ward,2,0,20,45,0,1,13,45.0,Rutherford,96,53.42045712828527,-113.53994611943732
Riverbend Stake Centre,Riverbend Stake,Rutherford Ward,1,2,18,40,0,1,14,40.0,Rutherford,110,53.42045712828527,-113.53994611943732
Riverbend Stake Centre,Riverbend Stake,Rutherford Ward,2,1,12,15,0,1,12,40.0,Rutherford,112,53.42045712828527,-113.53994611943732
Riverbend Stake Centre,Riverbend Stake,Rutherford Ward,2,0,44,60,1,2,446,60.0,Rutherford,145,53.42045712828527,-113.53994611943732
Riverbend Stake Centre,Riverbend Stake,Rutherford Ward,2,2,65,90,1,2,650,70.0,Rutherford,178,53.42045712828527,-113.53994611943732
Riverbend Stake Centre,Riverbend Stake,Rutherford Ward,3,0,14,30,0,1,159,40.0,Rutherford,232,53.42045712828527,-113.53994611943732
Riverbend Stake Centre,Riverbend Stake,Rutherford Ward,2,0,12,35,0,1,159,25.0,Rutherford,235,53.42045712828527,-113.53994611943732
Riverbend Stake Centre,Riverbend Stake,Rutherford Ward,2,2,35,30,0,1,207,30.0,Rutherford,237,53.42045712828527,-113.53994611943732
Riverbend Stake Centre,Riverbend Stake,Rutherford Ward,2,0,19,65,0,1,174,65.0,Rutherford,282,53.42045712828527,-113.53994611943732
Riverbend Stake Centre,Riverbend Stake,Rutherford Ward,2,0,8,15,0,1,68,38.0,Rutherford,328,53.42045712828527,-113.53994611943732
Riverbend Stake Centre,Riverbend Stake,Rutherford Ward,1,3,12,30,0,1,142,30.0,Rutherford,345,53.42045712828527,-113.53994611943732
Riverbend Stake Centre,Riverbend Stake,Rutherford Ward,5,0,28,60,1,2,260,92.0,Rutherford,356,53.42045712828527,-113.53994611943732
Riverbend Stake Centre,Riverbend Stake,Rutherford Ward,2,2,67,60,1,2,377,60.0,Rutherford,360,53.42045712828527,-113.53994611943732
Riverbend Stake Centre,Riverbend Stake,Rutherford Ward,3,0,34,90,1,2,246,90.0,Rutherford,361,53.42045712828527,-113.53994611943732
Riverbend Stake Centre,Riverbend Stake,Rutherford Ward,2,2,40,75,0,1,215,65.0,Rutherford,366,53.42045712828527,-113.53994611943732
Riverbend Stake Centre,Riverbend Stake,Rutherford Ward,2,0,35,90,1,2,240,75.0,Rutherford,375,53.42045712828527,-113.53994611943732
Coronation Park Chapel,North Edmonton,Belmead ward,1,3,55,195,0,1,279,54.70873786,Belmead,444,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,0,39,120,0,1,313,54.70873786,Belmead,445,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,3,0,12,180,0,1,161,54.70873786,Belmead,446,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,3,0,30,180,0,1,316,54.70873786,Belmead,447,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,0,26,75,0,1,187,54.70873786,Belmead,448,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,3,0,57,180,0,1,226,54.70873786,Belmead,449,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,3,71,195,0,1,343,54.70873786,Belmead,450,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,3,54,135,0,1,272,54.70873786,Belmead,451,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,3,27,135,0,1,298,54.70873786,Belmead,452,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,2,25,135,0,1,245,54.70873786,Belmead,453,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,2,25,135,0,1,239,54.70873786,Belmead,454,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,0,19,75,0,1,264,54.70873786,Belmead,455,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,3,21,45,0,1,289,54.70873786,Belmead,456,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,4,0,31,75,0,1,267,54.70873786,Belmead,457,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,3,12,75,0,1,200,54.70873786,Belmead,458,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,0,17,75,0,1,303,54.70873786,Belmead,459,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,0,35,105,0,1,288,54.70873786,Belmead,460,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,0,35,60,0,1,257,54.70873786,Belmead,461,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,0,17,120,0,1,186,54.70873786,Belmead,462,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,3,0,25,60,0,1,219,54.70873786,Belmead,463,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,1,20,60,0,1,280,54.70873786,Belmead,464,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,2,31,150,0,1,284,54.70873786,Belmead,465,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,3,80,120,0,1,296,54.70873786,Belmead,466,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,2,20,150,0,1,234,54.70873786,Belmead,467,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,2,28,150,0,1,264,54.70873786,Belmead,468,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,3,13,60,0,1,210,54.70873786,Belmead,469,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,3,13,60,0,1,289,54.70873786,Belmead,470,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,0,47,105,0,1,268,54.70873786,Belmead,471,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,0,14,60,0,1,254,54.70873786,Belmead,472,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,2,45,195,0,1,240,54.70873786,Belmead,473,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,2,40,195,0,1,288,54.70873786,Belmead,474,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,3,32,135,0,1,288,54.70873786,Belmead,475,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,3,47,135,0,1,213,54.70873786,Belmead,476,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,0,63,180,0,1,328,54.70873786,Belmead,477,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,0,23,135,0,1,281,54.70873786,Belmead,478,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,1,31,90,0,1,256,54.70873786,Belmead,479,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,0,33,120,0,1,297,54.70873786,Belmead,480,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,3,61,150,0,1,284,54.70873786,Belmead,481,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,3,37,120,0,1,275,54.70873786,Belmead,482,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,0,2,30,120,0,1,267,54.70873786,Belmead,483,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,0,2,18,120,0,1,275,54.70873786,Belmead,484,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,3,1,38,75,0,1,278,54.70873786,Belmead,485,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,0,22,120,0,1,237,54.70873786,Belmead,486,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,2,25,90,0,1,228,54.70873786,Belmead,487,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,1,24,150,0,1,216,54.70873786,Belmead,488,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,1,37,150,0,1,217,54.70873786,Belmead,489,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,1,22,150,0,1,234,54.70873786,Belmead,490,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,3,26,150,0,1,237,54.70873786,Belmead,491,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,2,15,45,0,1,153,54.70873786,Belmead,492,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,2,16,45,0,1,300,54.70873786,Belmead,493,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,0,28,120,0,1,273,54.70873786,Belmead,494,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,0,29,120,0,1,201,54.70873786,Belmead,495,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,1,27,150,0,1,255,54.70873786,Belmead,496,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,0,18,60,0,1,207,54.70873786,Belmead,497,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,2,16,30,0,1,201,54.70873786,Belmead,498,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,1,30,105,0,1,219,54.70873786,Belmead,499,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,1,30,105,0,1,154,54.70873786,Belmead,500,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,2,31,105,0,1,289,54.70873786,Belmead,501,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,2,53,105,0,1,320,54.70873786,Belmead,502,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,1,16,75,0,1,273,54.70873786,Belmead,503,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,1,33,75,0,1,293,54.70873786,Belmead,504,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,1,15,45,0,1,195,54.70873786,Belmead,505,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,1,15,45,0,1,155,54.70873786,Belmead,506,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,3,0,43,60,0,1,293,54.70873786,Belmead,507,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,2,3,38,150,0,1,305,54.70873786,Belmead,508,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,1,38,45,0,1,299,54.70873786,Belmead,509,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,1,1,30,60,0,1,273,54.70873786,Belmead,510,53.52704364933875,-113.63444064465438
Coronation Park Chapel,North Edmonton,Belmead ward,3,3,19,75,0,1,281,54.70873786,Belmead,511,53.52704364933875,-113.63444064465438
